CPU(J),RAM(J),%CPU,RAM(kB)
3.17,0.34,100,4444968
3.18,0.35,99.9,4373172
3.16,0.34,100,4323168
3.19,0.38,100,4478604
3.19,0.40,100,4553252
3.14,0.35,100,4481704
3.16,0.35,100,4412264
3.18,0.36,100,4342204
3.19,0.43,100,4372768
3.24,0.40,100,4542816
3.16,0.38,100,4520240
3.13,0.32,100,4449320
3.13,0.32,100,4377896
3.15,0.35,100,4356996
3.19,0.42,100,4383780
3.28,0.39,100,4491504
3.30,0.45,100,4411284
3.31,0.54,100.1,4316920
3.26,0.57,100,4384284
3.32,0.53,99.9,4436084
3.22,0.41,100,4405828
3.14,0.33,99.9,4507632
3.17,0.32,100,4435340
3.17,0.32,100,4364072
3.14,0.33,100,4375264
3.18,0.35,100,4516220
3.21,0.41,100,4542384
3.13,0.33,100,4471084
3.13,0.33,100,4399848
3.15,0.35,100,4329416
3.25,0.41,100,4455120
3.18,0.38,100,4455524
3.14,0.33,100,4509216
3.16,0.35,100,4438724
3.13,0.32,100.1,4368608
3.24,0.41,100,4301400
3.17,0.40,100,4518392
3.18,0.38,100,4478688
3.26,0.42,100,4441008
3.31,0.56,99.9,4308452
3.26,0.58,100,4318248
3.37,0.58,99.9,4424144
3.25,0.44,99.9,4570224
3.13,0.33,100,4500536
3.13,0.33,100.1,4428772
3.13,0.33,99.9,4357820
3.20,0.35,99.9,4219312
3.24,0.37,100,4558068
3.13,0.32,100,4536380
3.13,0.32,100,4465080
3.18,0.33,99.9,4395300
3.17,0.34,99.9,4323132
3.29,0.46,100.1,4448304
3.32,0.45,100,4573296
3.14,0.34,100,4503700
3.17,0.36,99.9,4432028
3.14,0.34,100.1,4360976
3.16,0.34,99.9,4338424
3.20,0.44,100,4486728
3.31,0.46,100,4508236
3.32,0.43,100,4472624
3.34,0.51,100,4361612
3.35,0.65,99.9,4411444
3.22,0.40,100,4390520
3.22,0.45,99.2,4560376
3.14,0.33,100,4488672
3.13,0.33,100,4416000
3.14,0.33,100,4345808
3.28,0.42,100,4421216
3.24,0.41,100,4536008
3.14,0.32,100,4524492
3.13,0.32,100,4453556
3.14,0.32,100,4383372
3.13,0.32,100,4408116
3.17,0.37,99.9,4422640
3.31,0.47,100,4561024
3.15,0.33,100,4489880
3.15,0.35,100,4418580
3.13,0.33,100.1,4348272
3.17,0.43,100,4373692
3.13,0.33,100,4595404
3.35,0.41,99.9,4410272
3.27,0.45,100,4349636
3.32,0.53,100,4356688
3.26,0.54,100,4445528
3.26,0.43,100.1,4474388
3.24,0.43,100,4548608
3.17,0.34,100,4477980
3.18,0.34,100,4406680
3.16,0.34,99.9,4335876
3.29,0.43,100,4508696
3.20,0.34,100,4459760
3.19,0.34,99.9,4513576
3.14,0.32,99.9,4443144
3.13,0.32,100,4371968
3.14,0.32,100,4302404
3.24,0.41,100,4456908
3.14,0.33,100,4550404
3.13,0.33,100,4478732
3.15,0.35,99.9,4408548
3.14,0.33,100,4336248
3.21,0.45,100.1,4458388
3.21,0.40,100,4440828
3.33,0.44,100,4473688
3.32,0.53,100,4430116
3.29,0.52,100,4388348
3.15,0.33,100,4364412
3.22,0.46,100,4405860
3.18,0.36,100,4513708
3.15,0.34,100,4443028
3.15,0.35,99.9,4371852
3.26,0.41,100,4397024
3.21,0.36,100,4519072
3.19,0.44,100,4543468
3.14,0.34,100,4474028
3.18,0.34,100,4402264
3.20,0.40,99.9,4426908
3.14,0.32,99.9,4355856
3.27,0.45,100,4517864
3.14,0.32,100,4503076
3.14,0.33,100,4433140
3.16,0.34,100,4410820
3.21,0.34,100,4387384
3.16,0.40,100,4507728
3.21,0.38,100,4538976
3.35,0.45,100,4419596
3.31,0.51,100.1,4307344
3.32,0.65,100,4486268
3.14,0.33,99.9,4414720
3.17,0.39,99.9,4533884
3.13,0.32,99.9,4463080
3.13,0.32,100.1,4391160
3.14,0.33,100,4370700
3.13,0.36,100,4443364
3.22,0.41,100,4476224
3.23,0.34,100,4493584
3.18,0.35,100,4353436
3.18,0.38,100,4261336
3.18,0.38,100.1,4235256
3.17,0.35,100.1,4370068
3.19,0.39,100,4600052
3.33,0.42,100,4502836
3.14,0.46,100.1,4441952
3.17,0.36,100,4418524
3.14,0.33,100,4346232
3.14,0.33,100,4419020
3.14,0.33,100,4512632
3.30,0.43,100,4391500
3.28,0.53,100,4399096
3.40,0.74,100.1,4453872
3.16,0.37,100,4524908
3.15,0.33,100,4451144
3.15,0.38,99.9,4477060
3.14,0.32,100,4405884
3.15,0.33,100,4382208
3.19,0.36,100,4457476
3.18,0.36,0,4483084
3.17,0.41,100,4508256
3.15,0.34,100,4437080
3.16,0.35,100,4366152
3.22,0.46,99.9,4439436
3.25,0.39,100,4514168
3.20,0.34,100,4430096
3.24,0.41,100,4466868
3.15,0.34,100,4395496
3.24,0.35,100,4419388
3.14,0.33,100,4461644
3.14,0.33,99.9,4469672
3.20,0.39,100,4453428
3.31,0.42,100,4388576
3.31,0.53,100,4351872
3.40,0.70,100,4377540
3.14,0.32,100,4584032
3.13,0.32,99.9,4512608
3.15,0.34,100,4442672
3.14,0.33,100,4371124
3.14,0.33,99.9,4272048
3.28,0.45,100,4441340
3.15,0.37,100,4549840
3.14,0.33,99.9,4478540
3.23,0.34,99.9,4406248
3.14,0.33,99.3,4336808
3.14,0.32,100,4376860
3.18,0.37,100,4586048
3.14,0.32,100,4514748
3.14,0.33,99.9,4442116
3.15,0.33,100.1,4372148
3.16,0.35,100,4289660
3.22,0.45,100,4441932
3.30,0.44,100,4507652
3.31,0.44,99.9,4375684
3.29,0.51,100.1,4464176
3.25,0.48,100,4317372
3.15,0.33,99.9,4403684
3.22,0.46,100.1,4491600
3.13,0.32,100.1,4503132
3.13,0.32,100,4431700
3.14,0.33,100,4360772
3.20,0.37,100,4388548
3.21,0.38,100,4479192
3.20,0.42,100,4540016
3.14,0.33,100,4469304
3.15,0.33,100,4396516
3.16,0.33,100,4374568
3.17,0.35,100,4400980
3.26,0.42,100,4577388
3.17,0.34,100,4507744
3.15,0.33,100,4435948
3.15,0.33,100,4365780
3.21,0.38,100,4391416
3.20,0.40,100,4514796
3.31,0.44,99.9,4434352
3.29,0.45,100,4427780
3.30,0.54,100,4393408
3.31,0.54,100,4278700
3.26,0.48,100,4441016
3.24,0.49,100,4562692
3.16,0.34,100,4490988
3.16,0.34,100,4420308
3.13,0.32,100,4348916
3.16,0.36,100,4474760
3.14,0.33,100,4550104
3.18,0.39,99.9,4528064
3.14,0.33,99.9,4457012
3.15,0.33,99.9,4385992
3.14,0.33,99.9,4296804
3.23,0.42,99.2,4441528
3.22,0.44,100,4566272
3.18,0.34,100,4495344
3.15,0.33,99.9,4425408
3.15,0.34,100,4354604
3.14,0.32,100,4350140
3.14,0.32,100,4476620
3.32,0.44,100,4455044
3.28,0.43,100,4374320
3.33,0.54,100,4390316
3.29,0.58,100,4358944
3.21,0.39,100,4449052
3.13,0.33,100,4503604
3.20,0.35,100,4488268
3.14,0.33,100,4416192
3.13,0.33,100.1,4345140
3.23,0.42,100,4392304
3.23,0.40,100,4497068
3.19,0.41,100.1,4523852
3.13,0.32,100.1,4453296
3.13,0.32,99.9,4382492
3.14,0.32,100,4408812
3.22,0.36,100,4486280
3.17,0.36,100,4513064
3.14,0.33,100,4489288
3.14,0.33,99.9,4417740
3.16,0.34,99.9,4337792
3.21,0.42,100,4373380
3.19,0.39,100,4497008
3.26,0.42,100,4458584
3.33,0.45,99.9,4387392
3.34,0.59,100,4299352
3.29,0.55,100,4338888
3.23,0.41,99.9,4327400
3.15,0.34,99.9,4546476
3.17,0.35,99.9,4475300
3.16,0.34,99.9,4404992
3.19,0.35,100,4333848
3.18,0.38,99.9,4459800
3.27,0.44,100,4534976
3.21,0.35,100,4511912
3.17,0.34,100,4441324
3.15,0.33,100,4370644
3.15,0.33,100,4295748
3.32,0.43,99.9,4522296
3.20,0.44,99.9,4550352
3.15,0.34,100,4478556
3.15,0.34,100,4409272
3.17,0.35,99.9,4337724
3.24,0.35,100,4370056
3.23,0.42,100,4585700
3.36,0.42,99.9,4373412
3.30,0.46,100,4369848
3.29,0.59,100,4362480
3.24,0.49,100,4391300
3.23,0.37,99.9,4515052
3.17,0.41,100,4541836
3.13,0.32,100,4469760
3.13,0.33,100,4400816
3.13,0.33,99.9,4330260
3.29,0.42,100,4310700
3.23,0.43,99.9,4579996
3.15,0.33,100,4508572
3.13,0.33,100,4437272
3.14,0.33,100,4366468
3.16,0.35,100,4319456
3.21,0.39,99.9,4430684
3.20,0.38,100,4545880
3.13,0.32,100,4474240
3.13,0.32,99.9,4404768
3.13,0.32,100,4333096
3.18,0.41,99.9,4334244
3.21,0.44,100,4468816
3.34,0.43,100,4485456
3.30,0.44,100,4435272
3.24,0.40,100,4419804
3.24,0.60,100,4369632
3.18,0.38,100,4511412
3.17,0.37,100,4537280
3.13,0.32,100,4464368
3.13,0.32,100,4392788
3.13,0.32,99.9,4272384
3.14,0.34,100,4448588
3.19,0.40,100,4523608
3.16,0.33,100,4501412
3.21,0.34,99.4,4430484
3.13,0.33,100,4359828
3.17,0.40,99.9,4387108
3.27,0.43,100,4428244
3.14,0.36,100,4539728
3.13,0.33,100,4468048
3.17,0.33,100,4397004
3.13,0.32,99.9,4375420
3.18,0.38,100,4412396
3.22,0.43,100,4495704
3.31,0.45,100,4449080
3.30,0.60,100,4472332
3.36,0.61,100,4428124
3.23,0.40,100,4405704
3.17,0.39,100,4529488
3.21,0.43,100,4507384
3.15,0.34,99.9,4435712
3.15,0.34,99.9,4365684
3.19,0.38,100,4439092
3.16,0.34,100,4414664
3.17,0.37,100,4535440
3.15,0.33,99.9,4465876
3.14,0.35,100,4394640
3.16,0.34,100.1,4420028
3.24,0.40,100,4397460
3.26,0.48,100.1,4520468
3.16,0.38,100,4496164
3.15,0.33,100,4424988
3.16,0.35,100,4316984
3.18,0.40,99.9,4425732
3.14,0.33,100,4420400
3.22,0.40,100,4508472
3.31,0.46,100,4483224
3.30,0.54,100,4282196
3.30,0.57,99.9,4479556
3.14,0.35,100,4455872
3.15,0.40,100,4460956
3.16,0.34,100,4457376
3.13,0.33,100,4385192
3.15,0.33,100,4454368
3.19,0.34,100,4484748
3.17,0.35,99.3,4463932
3.16,0.42,100,4489600
3.14,0.33,99.2,4418796
3.13,0.33,100,4347372
3.18,0.38,100,4469636
3.16,0.36,100,4446696
3.15,0.33,100,4521220
3.15,0.32,100,4449424
3.14,0.34,99.9,4379240
3.20,0.41,100,4450820
3.13,0.33,100.1,4475156
3.14,0.33,100,4453300
3.29,0.43,100.1,4473652
3.30,0.45,100.1,4337260
3.37,0.58,100,4351644
3.26,0.63,99.9,4534544
3.15,0.37,100,4510860
3.17,0.38,100,4488416
3.27,0.39,100,4342484
3.18,0.36,100,4260512
3.25,0.40,100,4240976
3.14,0.36,100.1,4413288
3.16,0.38,100,4391148
3.13,0.34,100,4368828
3.14,0.33,99.9,4298148
3.24,0.34,99.9,4275300
3.17,0.35,100,4300100
3.23,0.38,99.9,4425712
3.14,0.33,100,4403308
3.19,0.33,99.9,4332752
3.13,0.32,99.9,4240932
3.16,0.33,100,4283440
3.19,0.35,100,4405068
3.22,0.40,100,4344432
3.29,0.46,100,4379060
3.33,0.45,100,4313172
3.30,0.45,100,4230476
3.24,0.44,100,4377168
3.18,0.44,100,4448592
3.15,0.34,100,4377044
3.15,0.33,99.9,4305860
3.14,0.33,99.9,4235412
3.14,0.33,99.3,4276612
3.14,0.33,100,4342076
3.19,0.35,100,4412848
3.14,0.33,100,4341988
3.15,0.34,100,4269276
3.16,0.34,99.9,4175880
3.21,0.40,100,4374668
3.27,0.44,100,4450432
3.14,0.32,100,4379628
3.14,0.32,100,4307832
3.18,0.33,100,4237400
3.20,0.43,100,4257612
3.20,0.38,100,4379892
3.30,0.44,100,4428268
3.32,0.42,100,4200852
3.32,0.49,100,4250576
3.28,0.58,100.1,4239648
3.17,0.40,100,4357092
3.17,0.40,100,4439304
3.14,0.33,99.9,4367648
3.22,0.33,100.1,4295232
3.15,0.32,100,4223932
3.24,0.42,99.9,4349048
3.17,0.37,100,4418520
3.16,0.35,100,4400260
3.14,0.33,100,4329952
3.14,0.33,100.1,4258032
3.13,0.33,100,4260024
3.23,0.40,100,4361084
3.27,0.43,100,4437964
3.14,0.32,100,4366788
3.22,0.33,0,4294992
3.14,0.33,100,4223600
3.18,0.39,99.9,4345956
3.19,0.37,100,4470888
3.33,0.41,99.9,4317560
3.28,0.45,99.9,4272548
3.30,0.67,100,4192972
3.27,0.51,100,4321660
3.21,0.41,100,4379956
3.16,0.35,100,4422272
3.18,0.34,99.9,4350072
3.15,0.33,100,4278028
3.16,0.35,99.3,4205984
3.25,0.43,99.9,4354536
3.24,0.40,99.3,4401408
3.18,0.36,100,4388016
3.15,0.34,100,4315724
3.14,0.33,100,4244952
3.14,0.33,100,4251896
3.24,0.41,100,4446156
3.16,0.35,100,4425092
3.13,0.32,99.9,4354164
3.14,0.32,100,4281996
3.14,0.33,100,4210936
3.22,0.44,99.9,4378320
3.20,0.39,100,4370988
3.30,0.42,100,4312104
3.30,0.46,100,4311892
3.38,0.51,100,4382872
3.20,0.55,100,4250564
3.28,0.54,100,4478724
3.20,0.33,100,4551544
3.14,0.32,100,4481112
3.16,0.32,100,4409780
3.15,0.32,100,4338604
3.15,0.33,100,4435852
3.15,0.33,100,4539980
3.20,0.42,100,4517320
3.15,0.33,100,4446888
3.23,0.34,99.9,4376456
3.14,0.33,100,4305652
3.33,0.51,100,4449244
3.22,0.39,100.1,4508516
3.14,0.32,100.1,4485452
3.19,0.33,100.1,4413780
3.20,0.33,99.9,4343224
3.15,0.32,100,4421424
3.17,0.37,100,4540864
3.20,0.37,99.3,4476804
3.35,0.43,99.2,4398808
3.28,0.58,100,4291128
3.33,0.57,100,4323848
3.21,0.46,100,4566648
3.17,0.39,99.9,4545040
3.16,0.35,100,4473616
3.14,0.33,99.9,4403184
3.15,0.33,100,4331916
3.23,0.34,100,4406300
3.31,0.50,99.9,4580164
3.14,0.32,100,4507748
3.14,0.34,100.1,4437192
3.15,0.34,99.9,4365892
3.16,0.35,100,4264584
3.24,0.40,100,4567352
3.17,0.38,100,4546684
3.16,0.35,100,4474764
3.15,0.35,100,4403744
3.16,0.35,100,4333684
3.21,0.37,100,4406844
3.28,0.45,100,4439580
3.29,0.43,100,4481492
3.29,0.43,99.9,4480160
3.30,0.49,100,4393932
3.28,0.60,99.9,4346208
3.19,0.37,100,4432388
3.29,0.43,100,4540516
3.17,0.36,100,4469092
3.21,0.35,100,4397420
3.20,0.34,100,4324756
3.29,0.44,99.9,4386384
3.19,0.42,99.9,4486576
3.14,0.33,100,4505796
3.14,0.32,100,4434992
3.14,0.32,100,4363196
3.13,0.32,100,4428336
3.13,0.32,100,4437596
3.21,0.38,100,4544856
3.14,0.33,100,4473092
3.18,0.34,100,4404116
3.16,0.35,100,4333592
3.25,0.51,100,4408488
3.25,0.46,99.9,4462428
3.30,0.45,100,4527528
3.31,0.45,100,4465852
3.31,0.51,100,4387996
3.28,0.65,100,4389732
3.36,0.49,100,4462272
3.14,0.32,100,4537200
3.20,0.33,100,4465900
3.14,0.32,100,4394940
3.14,0.33,100,4323392
3.18,0.36,100,4338892
3.20,0.42,100,4523436
3.13,0.35,100,4501456
3.14,0.33,99.9,4430404
3.13,0.33,100.1,4359756
3.20,0.36,100.1,4383316
3.27,0.45,100,4508524
3.13,0.32,100,4536424
3.14,0.32,99.9,4464504
3.18,0.34,100.1,4394320
3.16,0.35,100,4324384
3.16,0.40,100,4398396
3.20,0.38,100,4503208
3.34,0.44,100,4420516
3.29,0.63,100,4357492
3.31,0.64,100,4426800
3.15,0.33,0,4339380
3.19,0.41,100,4471596
3.18,0.39,99.9,4504920
3.13,0.32,100,4432628
3.13,0.32,100,4409676
3.20,0.38,100,4387276
3.16,0.37,100,4453700
3.18,0.41,100,4532944
3.15,0.34,100,4463256
3.16,0.34,100,4392516
3.17,0.40,100,4416540
3.17,0.36,100,4392776
3.21,0.39,99.9,4517016
3.20,0.35,100,4493828
3.17,0.34,100,4423396
3.14,0.33,100,4447020
3.15,0.33,100,4346888
3.16,0.37,99.9,4495768
3.22,0.39,100,4455436
3.31,0.43,100,4374216
3.31,0.66,100,4407580
3.37,0.65,100.1,4474788
3.14,0.33,100,4450980
3.15,0.40,100,4522652
3.23,0.35,100,4451600
3.14,0.32,100,4379680
3.13,0.32,100,4379168
3.14,0.34,100,4432876
3.22,0.35,99.9,4473920
3.13,0.32,100,4484212
3.14,0.32,100,4413904
3.15,0.33,100,4343472
3.19,0.43,100,4465552
3.17,0.35,99.9,4401040
3.17,0.36,100,4517600
3.14,0.34,100,4447292
3.17,0.34,99.9,4375992
3.16,0.35,100,4378224
3.14,0.33,100,4424972
3.19,0.38,100,4434396
3.24,0.43,100,4388160
3.27,0.55,100,4341536
3.35,0.58,100,4274328
3.17,0.36,100,4528032
3.13,0.33,100,4503096
3.13,0.33,100,4480944
3.15,0.35,99.9,4411124
3.13,0.33,100,4340312
3.13,0.33,99.9,4461228
3.19,0.41,100,4489104
3.18,0.43,100,4515160
3.13,0.33,100,4444084
3.13,0.32,100,4373156
3.18,0.33,99.9,4349472
3.19,0.37,99.9,4521956
3.13,0.32,100,4488724
3.13,0.33,100.1,4475952
3.13,0.33,100,4403908
3.17,0.34,100,4380596
3.21,0.38,99.9,4391756
3.13,0.36,100.1,4479796
3.32,0.48,99.9,4367160
3.33,0.46,100,4211996
3.28,0.58,99.9,4263948
3.33,0.42,99.9,4414896
3.47,0.62,100.1,4467944
3.20,0.45,100,4487576
3.18,0.40,100,4513988
3.20,0.36,100,4442108
3.15,0.34,100,4370684
3.19,0.39,99.9,4315504
3.25,0.45,100,4475092
3.21,0.42,99.9,4549244
3.13,0.32,100,4478192
3.12,0.32,100,4407016
3.14,0.32,100,4323564
3.21,0.33,100,4335940
3.16,0.36,99.9,4536680
3.17,0.34,100,4516112
3.13,0.33,100,4444968
3.14,0.33,100,4374008
3.15,0.35,100,4308568
3.14,0.33,100,4476588
3.26,0.42,99.9,4477208
3.30,0.45,100,4396608
3.28,0.54,100,4402036
3.30,0.52,100,4263548
3.25,0.56,100,4370188
3.17,0.37,100,4530756
3.16,0.32,99.9,4506880
3.14,0.33,99.9,4435432
3.13,0.33,100,4365248
3.13,0.33,100,4307728
3.35,0.44,100,4377804
3.16,0.39,99.9,4545484
3.17,0.34,100,4473192
3.14,0.33,100,4401272
3.14,0.33,100,4331128
3.22,0.43,100,4362360
3.20,0.40,99.9,4580492
3.14,0.33,100,4507984
3.20,0.34,100,4436684
3.17,0.34,100.1,4365292
3.15,0.35,100,4305724
3.19,0.40,99.9,4467096
3.30,0.43,99.9,4412032
3.29,0.44,100.1,4400996
3.33,0.51,99.9,4450116
3.28,0.51,100,4295132
3.14,0.33,99.9,4437608
3.13,0.34,99.9,4558416
3.13,0.33,100,4486340
3.20,0.35,100,4415768
3.15,0.34,100.1,4344552
3.24,0.42,99.9,4371460
3.17,0.39,100,4487772
3.17,0.39,100,4523608
3.15,0.34,99.9,4452432
3.19,0.34,100,4380752
3.15,0.33,100,4322100
3.19,0.34,100,4433980
3.21,0.38,100,4558352
3.15,0.34,100,4487888
3.13,0.34,99.9,4416464
3.13,0.33,100,4346280
3.21,0.44,100,4372104
3.19,0.44,99.9,4496940
3.34,0.43,100,4368972
3.26,0.44,100,4386588
3.30,0.59,100,4397908
3.28,0.45,100,4340816
3.18,0.42,100,4412984
3.14,0.33,100,4546284
3.13,0.32,100,4475388
3.13,0.32,99.9,4404180
3.18,0.34,100,4333376
3.30,0.46,100,4458252
3.19,0.34,99.9,4450192
3.16,0.35,100,4513464
3.13,0.33,100,4441420
3.13,0.33,99.9,4370244
3.13,0.33,100,4245656
3.15,0.33,99.9,4376072
3.17,0.36,100,4547292
3.13,0.32,100.1,4475868
3.13,0.32,100,4404436
3.14,0.33,100,4334608
3.19,0.38,100,4408512
3.22,0.45,100.1,4456624
3.28,0.44,100,4509332
3.28,0.45,100,4367172
3.30,0.54,100,4306428
3.27,0.58,100,4305048
3.22,0.38,100.1,4462420
3.20,0.44,100,4536200
3.14,0.33,100.1,4464776
3.13,0.32,100.1,4393848
3.14,0.32,100,4321556
3.21,0.39,99.9,4446796
3.15,0.36,100,4571944
3.16,0.34,100,4501388
3.22,0.34,100,4429932
3.14,0.33,100,4319820
3.14,0.33,100,4336436
3.21,0.41,99.9,4431576
3.27,0.45,100,4537688
3.15,0.33,100,4467316
3.15,0.33,100,4396160
3.18,0.40,100,4373368
3.16,0.34,100,4308392
3.29,0.45,100,4510916
3.31,0.44,100,4477964
3.31,0.44,100,4461596
3.32,0.43,100,4281688
3.35,0.67,100,4425156
3.20,0.36,100,4321864
3.21,0.42,0,4525348
3.20,0.35,100,4454420
3.15,0.33,100,4382740
3.14,0.32,99.9,4255640
3.18,0.35,100,4436060
3.23,0.43,99.9,4560712
3.15,0.34,99.9,4490496
3.14,0.33,100,4420064
3.14,0.33,100,4348640
3.14,0.33,100,4424836
3.18,0.38,100,4388304
3.19,0.35,100.1,4529556
3.13,0.33,100,4459404
3.13,0.33,100,4388228
3.18,0.38,100,4362560
3.14,0.33,99.9,4392552
3.16,0.36,100,4445500
3.29,0.44,99.9,4514428
3.29,0.44,100,4371952
3.27,0.46,100,4329188
3.45,0.76,100,4466084
3.17,0.37,100,4491628
3.16,0.36,99.9,4518544
3.16,0.35,100,4447492
3.14,0.33,100.1,4377184
3.14,0.33,100,4401396
3.18,0.39,100,4481996
3.16,0.35,100,4456236
3.14,0.33,100,4487204
3.14,0.32,99.9,4414788
3.13,0.32,99.9,4342496
3.13,0.32,100,4419952
3.23,0.40,100,4442440
3.17,0.38,100.1,4524760
3.13,0.33,99.9,4453972
3.15,0.33,100.1,4384068
3.25,0.35,100.1,4410696
3.14,0.33,100,4486708
3.13,0.33,100.1,4513276
3.32,0.42,100,4494520
3.33,0.56,100,4458736
3.39,0.55,100,4324732
3.18,0.39,99.2,4444424
3.18,0.36,100,4518236
3.13,0.35,100,4494644
3.13,0.32,99.9,4423964
3.13,0.32,99.9,4352820
3.16,0.37,100,4463780
3.21,0.34,100,4451152
3.17,0.41,100,4522576
3.16,0.34,99.9,4451772
3.14,0.33,99.9,4380876
3.15,0.37,100,4404776
3.22,0.40,99.9,4429948
3.15,0.36,100,4551716
3.14,0.33,100,4481284
3.14,0.33,100,4409860
3.14,0.33,100,4386300
3.16,0.34,100,4409644
3.15,0.35,99.3,4405140
3.31,0.46,99.9,4389896
3.35,0.48,100,4405024
3.31,0.52,99.9,4349800
3.20,0.40,99.9,4390764
3.15,0.34,100,4487772
3.22,0.35,100,4511084
3.15,0.34,99.9,4440048
3.18,0.33,100,4368840
3.14,0.34,100,4443080
3.17,0.35,100,4466036
3.16,0.40,100,4492744
3.18,0.35,100,4469680
3.18,0.34,100,4399636
3.13,0.33,100,4293740
3.19,0.40,100,4451796
3.19,0.39,100,4525452
3.14,0.33,100,4504464
3.14,0.33,99.9,4433568
3.13,0.33,99.9,4363012
3.18,0.45,100,4383812
3.14,0.38,100,4459824
3.13,0.32,100,4536536
3.34,0.42,100,4461096
3.28,0.56,99.9,4398320
3.27,0.58,100,4318092
3.15,0.39,100,4428328
3.13,0.33,100,4464660
3.13,0.33,99.9,4472224
3.15,0.35,100,4401544
3.18,0.34,100,4330988
3.16,0.40,100,4431584
3.14,0.35,100,4480532
3.15,0.38,100,4505456
3.18,0.34,100,4434652
3.13,0.32,99.9,4365584
3.14,0.32,100,4292952
3.14,0.32,100,4421136
3.13,0.32,99.9,4540300
3.13,0.33,100,4469156
3.13,0.33,100.1,4398352
3.16,0.34,100.1,4328540
3.18,0.46,99.9,4498004
3.13,0.33,100,4477216
3.27,0.43,99.9,4500884
3.29,0.42,100,4399328
3.31,0.55,100,4344908
3.39,0.56,100,4208012
3.24,0.47,100.1,4543680
3.15,0.37,99.9,4519996
3.13,0.32,99.9,4446960
3.14,0.32,100,4375908
3.13,0.32,100,4305104
3.22,0.40,100,4575548
3.14,0.33,100,4460468
3.15,0.35,99.9,4480308
3.13,0.33,100,4410000
3.14,0.34,100,4338980
3.15,0.35,100,4280780
3.26,0.45,100,4541528
3.31,0.46,100,4432688
3.17,0.37,100,4348452
3.18,0.38,100.1,4282464
3.17,0.38,100,4379176
3.36,0.41,100,4238452
3.27,0.56,100,4554880
3.21,0.38,100,4500464
3.31,0.42,100,4401760
3.33,0.62,100.1,4330956
3.37,0.55,100,4247380
3.23,0.48,100,4322896
3.25,0.52,99.9,4556512
3.13,0.32,100,4487328
3.13,0.32,100,4415532
3.13,0.33,100,4344728
3.13,0.33,100,4315720
3.21,0.39,100,4516596
3.19,0.35,100,4523584
3.14,0.34,100,4452748
3.13,0.33,100,4382068
3.14,0.33,99.9,4311932
3.20,0.42,100,4388812
3.27,0.44,99.9,4563620
3.14,0.32,100,4492972
3.17,0.33,99.9,4420672
3.14,0.33,99.3,4350396
3.14,0.33,100,4286008
3.18,0.41,100,4430584
3.29,0.44,100,4480824
3.33,0.44,100,4379020
3.31,0.50,100,4370968
3.32,0.60,100,4347812
3.26,0.41,100,4428132
3.20,0.33,100,4487056
3.21,0.33,100,4478856
3.21,0.33,100,4408920
3.16,0.32,100,4338612
3.13,0.33,100,4382960
3.16,0.35,100,4420700
3.28,0.40,100.1,4517188
3.21,0.34,100,4445764
3.14,0.33,99.9,4374372
3.14,0.33,100,4303908
3.26,0.47,100,4428792
3.20,0.42,100.1,4505408
3.14,0.37,100,4483328
3.16,0.32,100,4410912
3.14,0.32,100,4339116
3.15,0.34,100,4380656
3.16,0.36,100.1,4424336
3.24,0.39,100,4403132
3.30,0.45,100,4466340
3.36,0.56,100,4347332
3.32,0.52,100,4227176
3.29,0.51,99.9,4510268
3.14,0.36,100,4534928
3.15,0.34,100,4464452
3.15,0.34,99.9,4392128
3.14,0.33,100,4320332
3.19,0.34,100,4353720
3.25,0.46,100,4521368
3.16,0.35,100,4499328
3.20,0.34,100.1,4429268
3.14,0.33,99.9,4357596
3.14,0.33,100,4283476
3.28,0.46,100,4429252
3.21,0.39,100,4536528
3.21,0.33,100,4466368
3.13,0.32,100,4394192
3.18,0.33,0,4323908
3.13,0.32,100,4396556
3.21,0.40,100,4491304
3.29,0.43,100,4393024
3.24,0.46,100,4374328
3.29,0.66,100,4372128
3.35,0.55,100,4374172
3.21,0.36,100,4496808
3.17,0.43,100,4522476
3.13,0.35,100,4449688
3.06,0.33,100,4455260
3.13,0.33,100,4396112
3.25,0.39,100.1,4408016
3.14,0.35,100,4585204
3.16,0.34,100,4575284
3.13,0.33,100,4504480
3.14,0.40,100,4426608
3.15,0.33,99.9,4459220
3.15,0.35,100,4340676
3.17,0.40,100,4614964
3.12,0.33,100.1,4538000
3.16,0.33,100,4467164
3.13,0.33,100,4395740
3.17,0.42,99.9,4422896
3.21,0.44,100,4510812
3.25,0.46,100,4518500
3.33,0.45,100,4418348
3.36,0.64,100.1,4403556
3.25,0.54,100,4329904
3.27,0.40,100,4482548
3.22,0.46,100,4605804
3.16,0.33,100,4534628
3.13,0.32,100,4462832
3.13,0.33,100,4391152
3.19,0.41,100,4516888
3.16,0.36,100,4593396
3.18,0.40,100,4569912
3.14,0.33,100,4499524
3.14,0.34,99.9,4429704
3.15,0.34,100,4350260
3.20,0.39,100,4533268
3.25,0.42,100,4610164
3.16,0.34,100,4539484
3.15,0.35,100,4469052
3.16,0.35,100,4398156
3.17,0.37,100,4386500
3.16,0.39,100,4520668
3.27,0.45,100,4588080
3.34,0.43,100,4513476
3.32,0.51,100,4394436
3.31,0.62,99.9,4262004
3.20,0.40,100,4514220
3.18,0.34,100,4597052
3.15,0.34,100,4525512
3.13,0.33,100,4453716
